개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
4010000,4010000-101-2002-00112,2002-03-23,영업/정상,,38.28,429-873,15070,가나호프,호프/통닭,I,,,,,,0,N,2026-05-02 22:04:24,"경기도 시흥시 도일로123번길 8, 104호 (거모동)",,,,영업,01,38.28,0,01,,,호프/통닭,,,0314921766,180749.550300558    ,426692.831588262    ,경기도 시흥시 거모동 1751-9 104호 ,,2019-08-02 15:28:26
4010000,4010000-101-2003-00437,2003-08-01,폐업,2004-08-03,35.25,429-861,,최대포,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:32,,,,,폐업,02,35.25,0,03,,,한식,,,0313191788,176652.376465837    ,426959.64539408     ,경기도 시흥시 정왕동 1738-5 105호 ,,2003-08-01 00:00:00
4010000,4010000-101-2002-00650,2002-12-17,폐업,2010-01-15,51.12,429-853,,동원식당,기타,I,,,,,,0,N,2026-05-02 22:04:29,,,,,폐업,02,51.12,0,03,,,기타,,,0314316392,175751.992022502    ,425940.901471747    ,경기도 시흥시 정왕동 1367-1 202호 ,,2010-01-15 14:07:53
4010000,4010000-101-2009-00043,2009-02-20,폐업,2010-06-09,52.50,429-881,,만원치킨,탕류(보신용),I,,,,,상수도전용,,N,2026-05-02 22:05:34,,,,,폐업,02,52.5,,03,,,탕류(보신용),,,0314911633,180808.258400229    ,426394.916777068    ,경기도 시흥시 거모동 1669-17 1층 ,,2009-09-18 14:24:36
4010000,4010000-101-2020-00157,2020-03-12,폐업,2020-11-03,.00,429-848,15087,왕의밥상,한식,I,,,,,,,N,2026-05-02 22:06:20,경기도 시흥시 공단1대로 10 (주)이지테크 A동 109호 (정왕동),,,,폐업,02,0,,03,,,한식,,,,173975.882112673    ,427391.998661518    ,경기도 시흥시 정왕동 1235-2 (주)이지테크 ,,2020-11-03 16:56:12
4010000,4010000-101-2018-00413,2018-08-03,영업/정상,,19.80,429-450,15030,돈갓,호프/통닭,I,,,,,,,N,2026-05-02 22:06:11,"경기도 시흥시 옥구천서로373번길 8-1, 1층 103호 (정왕동, 영남5차아파트)",,,,영업,01,19.8,,01,,,호프/통닭,,,,175761.695345499    ,428294.76389749     ,경기도 시흥시 정왕동 1866-6 영남5차아파트 ,,2023-04-27 09:57:39
4010000,4010000-101-2018-00102,2018-03-09,영업/정상,,82.49,429-863,15053,고래국밥1980,기타,I,,,,,,,N,2026-05-02 22:06:08,"경기도 시흥시 군서마을로 80, 1층 101호 (정왕동)",,,,영업,01,82.49,,01,,,기타,,,0314995098,177251.596642947    ,427320.622611102    ,경기도 시흥시 정왕동 1831-10 ,,2024-01-10 10:21:37
4010000,4010000-101-2021-00898,2021-12-02,영업/정상,,81.12,429-060,14922,웨인스버거(WAYNE'SBURGER),기타,I,,,,,,,N,2026-05-02 22:06:32,"경기도 시흥시 은계남로 12, 판매시설동 2층 214호 (은행동, 시흥은계 호반 써밋플레이스)",,,,영업,01,81.12,,01,,,기타,,,0313110334,182474.148969748    ,437067.114231       ,경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스 ,,2023-03-22 10:56:49
4010000,4010000-101-2001-00234,2001-04-13,폐업,2003-10-08,185.51,429-864,,성수부페시화점,뷔페식,I,,,,,상수도전용,0,N,2026-05-02 22:04:19,,,,,폐업,02,185.51,0,03,기타,,뷔페식,,,0313196668,175419.558333201    ,427948.461833099    ,경기도 시흥시 정왕동 1859-3 2층 ,,2001-07-25 00:00:00
4010000,4010000-101-2005-00528,2005-12-28,폐업,2011-03-09,20.58,429-834,,하림맥시칸월곶점,통닭(치킨),I,,,,,,,N,2026-05-02 22:05:22,,,,,폐업,02,20.58,,03,,,통닭(치킨),,,0314045592,177094.894025026    ,431604.049523923    ,경기도 시흥시 월곶동 1016 풍림3차아파트상가내104호 ,,2010-03-22 10:56:33
4010000,4010000-101-2021-00467,2021-06-23,폐업,2023-11-14,.00,429-834,14963,포커페이스,기타,I,,,,,,,Y,2026-05-02 22:06:29,"경기도 시흥시 월곶해안로 121, 2층 201, 202호 (월곶동)",,,,폐업,02,0,,03,,,기타,,,,176418.416750158    ,431822.398936682    ,경기도 시흥시 월곶동 1013-9 ,,2023-11-14 16:15:39
4010000,4010000-101-2019-00584,2019-10-01,영업/정상,,109.71,429-060,14922,광일해장국감자탕,기타,U,,,,,,,N,2026-05-02 22:06:18,"경기도 시흥시 은계번영길 5, 은계푸리마타워 1층 107호,108호 (은행동)",,,,영업,01,109.71,,01,,,기타,,,,182373.165394951    ,437209.336223444    ,경기도 시흥시 은행동 646-1 은계푸리마타워 ,,2025-10-20 15:19:19
4010000,4010000-101-2003-00411,2003-07-25,폐업,2012-03-26,68.25,429-834,14968,우리집밥상,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:32,"경기도 시흥시 월곶중앙로14번길 32 (월곶동, 112,113호)",,,,폐업,02,68.25,0,03,,,한식,,,0314040182,177269.233528777    ,431967.203160902    ,"경기도 시흥시 월곶동 993-1 112,113호 ",,2011-12-08 14:12:59
4010000,4010000-101-2024-00595,2024-09-20,폐업,2025-03-11,23.76,429-734,15002,쏭푸드,한식,I,,,,,,,N,2026-05-02 22:06:50,"경기도 시흥시 인선길 79, 매꼴마을삼성아파트 상가동 201호 (장곡동)",,,,폐업,02,23.76,,03,,,한식,,,0313626171,180376.855669719    ,430687.956527742    ,경기도 시흥시 장곡동 805 매꼴마을삼성아파트 ,,2025-03-11 12:09:22
4010000,4010000-101-2002-00352,2002-07-30,영업/정상,,23.04,429-801,15071,또래오래치킨신길거모점,호프/통닭,I,,,,,,0,N,2026-05-02 22:04:26,"경기도 시흥시 군자로492번길 12, 102호 (거모동, 일우아파트상가)",,,,영업,01,23.04,0,01,,,호프/통닭,,,0314934558,180615.011448139    ,427142.893214476    ,경기도 시흥시 거모동 1474-1 ,,2021-06-14 16:39:01
4010000,4010000-101-2000-00171,2000-09-15,폐업,2005-10-19,38.25,429-861,,소생돌구이,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:08,,,,,폐업,02,38.25,0,03,기타,,한식,,,,176546.471225299    ,426916.341675376    ,경기도 시흥시 정왕동 1742-17 104호 ,,2001-07-25 00:00:00
4010000,4010000-101-2005-00106,2005-04-13,폐업,2010-07-29,40.32,429-842,,뽀빠이식당,한식,I,,,,,,,N,2026-05-02 22:05:16,,,,,폐업,02,40.32,,03,,,한식,,,0313170191,180958.086034394    ,430802.850416261    ,경기도 시흥시 장곡동 823-1 ,,2008-10-27 14:02:09
4010000,4010000-101-2023-00803,2023-10-24,영업/정상,,43.20,429-060,14923,병아리김밥(시흥은계호수점),한식,I,,,,,,,N,2026-05-02 22:06:45,"경기도 시흥시 은계중앙로 236, 111호 (은행동)",,,,영업,01,43.2,,01,,,한식,,,,182614.093347627    ,438126.028006515    ,경기도 시흥시 은행동 608-7 ,,2025-02-20 16:28:52
4010000,4010000-101-1999-00014,1999-02-20,폐업,2011-10-19,198.82,429-030,,솔뫼루,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:01,,,,,폐업,02,198.82,0,03,기타,,한식,,,0316960660,179725.950260162    ,435141.94485271     ,경기도 시흥시 방산동 313-0 1층2층 ,,2001-12-20 00:00:00
4010000,4010000-101-2000-00070,2000-04-17,폐업,2007-04-10,88.79,429-861,,맛나주물럭,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:07,,,,,폐업,02,88.79,0,03,기타,,한식,,,0314975655,176576.416711344    ,427019.991012813    ,경기도 시흥시 정왕동 1737-4 201호 ,,2005-09-26 00:00:00
4010000,4010000-101-2015-00425,2015-10-08,폐업,2015-10-12,,429-450,,뉴욕핫도그앤커피,기타,I,,,,,,,N,2026-05-02 22:05:55,,,,,폐업,02,0,,03,,,기타,,,,,,경기도 시흥시 정왕동 0-0 시화MTV행사장내 20부스 ,,2015-10-08 14:00:17
4010000,4010000-101-2021-00054,2021-01-21,폐업,2021-08-18,,,15010,카페트리,기타,I,,,,,,,N,2026-05-02 22:06:26,"경기도 시흥시 배곧4로 32-28, 1층 112호 (배곧동)",,,,폐업,02,0,,03,,,기타,,,,175660.494857431    ,430711.173870894    ,경기도 시흥시 배곧동 119 ,,2021-08-18 16:25:13
4010000,4010000-101-2011-00284,2011-08-16,폐업,2015-03-16,90.23,429-230,14992,손가네숯불닭갈비,한식,I,,,,,,,N,2026-05-02 22:05:42,"경기도 시흥시 능곡로73번길 2, 1층 (화정동)",,,,폐업,02,90.23,,03,,,한식,,,0314939229,183572.077972982    ,428825.842075365    ,경기도 시흥시 화정동 670 1층 ,,2014-10-14 16:14:09
4010000,4010000-101-2019-00616,2019-10-17,영업/정상,,86.24,429-450,15118,홍기와감자탕시화엠티브이(MTV)점,한식,I,,,,,,,N,2026-05-02 22:06:18,"경기도 시흥시 시화호수전원2길 51-7, 로얄프라자 1층 101,102,103호 (정왕동)",,,,영업,01,86.24,,01,,,한식,,,,173418.528228142    ,424109.682425479    ,경기도 시흥시 정왕동 2772-1 로얄프라자 ,,2019-10-17 09:52:25
4010000,4010000-101-2019-00160,2019-04-08,영업/정상,,44.40,429-060,14922,핫여우마라탕,한식,I,,,,,,,N,2026-05-02 22:06:14,"경기도 시흥시 은계번영길 40, 샤르망프라자 2층 201호 (은행동)",,,,영업,01,44.4,,01,,,한식,,,,182456.757836975    ,437174.498448953    ,경기도 시흥시 은행동 645-2 샤르망프라자 ,,2021-09-07 20:39:22
4010000,4010000-101-2011-00033,2011-02-09,영업/정상,,39.00,429-847,15052,지구쟈별미구이2,호프/통닭,I,,,,,,,N,2026-05-02 22:05:41,"경기도 시흥시 군서로 3, 1층 (정왕동)",,,,영업,01,39,,01,,,호프/통닭,,,0314340093,177861.56           ,426867.79           ,경기도 시흥시 정왕동 1215-5 1층 ,,2022-08-01 10:18:24
4010000,4010000-101-1999-00045,1999-04-22,폐업,2005-05-20,60.83,429-847,,저팔계 콧구멍,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:02,,,,,폐업,02,60.83,0,03,기타,,한식,,,0314315982,177670.309996261    ,427016.786860873    ,경기도 시흥시 정왕동 1213-3 ,,2003-03-24 00:00:00
4010000,4010000-101-2003-00651,2003-11-26,폐업,2004-03-18,,429-847,,울오빠 포장마차,호프/통닭,I,,,,,상수도전용,0,N,2026-05-02 22:04:35,,,,,폐업,02,0,0,03,,,호프/통닭,,,0314977273,177745.415763313    ,427178.496948395    ,경기도 시흥시 정왕동 1189-15 1층 ,,2003-11-26 00:00:00
4010000,4010000-101-2010-00093,2010-03-30,폐업,2016-02-17,33.00,429-830,14948,여울목,뷔페식,I,,,,,상수도전용,,N,2026-05-02 22:05:38,경기도 시흥시 삼미시장3길 39 (신천동),,,,폐업,02,33,,03,,,뷔페식,,,,180554.800448342    ,437628.906407484    ,경기도 시흥시 신천동 746-8 ,,2014-01-03 10:27:44
4010000,4010000-101-2025-00630,2025-11-12,영업/정상,,94.50,429-930,15024,개성진찹쌀순대정왕역점,한식,I,,,,,,,N,2026-05-02 22:06:59,"경기도 시흥시 마유로 415, 역전프라자 1층 110,111호 (정왕동)",,,,영업,01,0,,01,,,한식,,,0314345010,176947.772278547    ,427803.454088106    ,경기도 시흥시 정왕동 2302 역전프라자 ,,2025-11-12 13:24:18
4010000,4010000-101-2014-00326,2014-12-01,폐업,2021-12-27,69.00,429-828,14910,노가리앤비어,한식,I,,,,,상수도전용,,N,2026-05-02 22:05:51,"경기도 시흥시 호현로22번길 1-4, 1층 (신천동)",,,,폐업,02,69,,03,,,한식,,,0314045759,180918.988610392    ,437778.996379119    ,경기도 시흥시 신천동 707-37 ,,2021-12-27 10:30:13
4010000,4010000-101-2014-00148,2014-06-10,폐업,2018-08-06,15.90,429-450,15029,양마니순대곱창,김밥(도시락),I,,,,,,,N,2026-05-02 22:05:49,"경기도 시흥시 정왕대로53번길 31, 206호 (정왕동, 한일아파트 주상가23동)",,,,폐업,02,15.9,,03,,,김밥(도시락),,,,175505.341387953    ,428494.559594723    ,경기도 시흥시 정왕동 1865 ,,2018-08-06 14:58:45
4010000,4010000-101-2014-00149,2014-06-10,폐업,2017-07-27,7.20,429-844,14998,짱구네,기타,I,,,,,,,N,2026-05-02 22:05:49,"경기도 시흥시 시청로 74, 106호 (장현동)",,,,폐업,02,7.2,,03,,,기타,,,0313177080,182187.786245929    ,430999.33497528     ,경기도 시흥시 장현동 538-3 106호,,2017-07-27 13:29:07
4010000,4010000-101-2020-00853,2020-11-26,폐업,2023-01-04,32.68,,15011,구공배곧점,한식,I,,,,,,,N,2026-05-02 22:06:25,"경기도 시흥시 서울대학로278번길 25-18, 다인로얄팰리스 배곧3차 2층 202호 (배곧동)",,,,폐업,02,32.68,,03,,,한식,,,0314325553,175937.851298615    ,429781.680517774    ,경기도 시흥시 배곧동 196-1 다인로얄팰리스 배곧3차 ,,2023-01-04 14:19:55
4010000,4010000-101-2024-00294,2024-05-03,폐업,2026-01-07,1.00,429-320,14985,렙플로우,기타,U,,,,,,,N,2026-05-02 22:06:47,"경기도 시흥시 솔고개길 4-3, M 테라스 4층 403호 (목감동)",,,,폐업,02,1,,03,,,기타,,,,187662.883248269    ,431192.704170737    ,경기도 시흥시 목감동 407 M 테라스 403호,,2026-01-07 12:25:38
4010000,4010000-101-2003-00582,2003-10-23,영업/정상,,77.00,429-864,15040,생마차시흥정왕점,기타,I,,,,,,,N,2026-05-02 22:04:34,"경기도 시흥시 옥구상가3길 15-7, 102호, 103호 (정왕동)",,,,영업,01,77,,01,,,기타,,,,175405.994196562    ,427931.126441423    ,경기도 시흥시 정왕동 1859-4 특수부대 ,,2024-03-18 14:16:12
4010000,4010000-101-2002-00657,2002-12-20,폐업,2009-06-03,166.63,429-862,,마루(시화점),식육(숯불구이),I,,,,,,0,N,2026-05-02 22:04:29,,,,,폐업,02,166.63,0,03,,,식육(숯불구이),,,0314333430,176332.460758223    ,427104.190858737    ,경기도 시흥시 정왕동 1731-16 ,,2008-10-16 13:37:51
4010000,4010000-101-2012-00262,2012-09-20,폐업,2019-03-04,62.70,429-844,14998,필예네병천순대,식육(숯불구이),I,,,,,,,N,2026-05-02 22:05:46,경기도 시흥시 시청로68번길 26 (장현동),,,,폐업,02,62.7,,03,,,식육(숯불구이),,,0313179237,182396.883139377    ,431097.330867549    ,경기도 시흥시 장현동 546-1 드림펠리스 109호 ,,2019-03-04 09:41:01
4010000,4010000-101-2018-00281,2018-06-05,폐업,2021-01-25,28.95,429-818,14940,청해원,한식,I,,,,,,,N,2026-05-02 22:06:10,"경기도 시흥시 매화2로40번길 8, 1층 일부호 (매화동)",,,,폐업,02,28.95,,03,,,한식,,,,183100.140159876    ,435041.280911929    ,경기도 시흥시 매화동 360-1 ,,2021-01-25 15:27:54
4010000,4010000-101-2018-00253,2018-05-23,폐업,2021-07-02,29.68,429-861,,이군가맥,호프/통닭,I,,,,,,,N,2026-05-02 22:06:10,"경기도 시흥시 서울대학로278번길 25-8, 다인로얄팰리스 배곧4차 1층 101호 (정왕동)",,,,폐업,02,29.68,,03,,,호프/통닭,,,,175912.621330087    ,429748.465523275    ,경기도 시흥시 정왕동 1771-1 다인로얄팰리스 배곧4차 ,,2021-07-02 10:54:58
4010000,4010000-101-2019-00281,2019-06-03,폐업,2023-07-31,38.95,429-848,15086,임가네명동칼국수,한식,I,,,,,,,N,2026-05-02 22:06:15,"경기도 시흥시 공단1대로 13, 삼양스마트테크노파크 1층 125호 (정왕동)",,,,폐업,02,38.95,,03,,,한식,,,,174036.552627639    ,427524.100343172    ,경기도 시흥시 정왕동 1234-12 ,,2023-07-31 15:48:19
4010000,4010000-101-2009-00471,2009-12-08,폐업,2013-06-25,85.00,429-240,14995,무한조개클럽,한식,I,,,,,상수도전용,,N,2026-05-02 22:05:37,"경기도 시흥시 승지로59번길 1 (능곡동, 건아(빌)105,106호)",,,,폐업,02,85,,03,,,한식,,,0313188815,183096.302229304    ,429699.494640402    ,"경기도 시흥시 능곡동 728 건아(빌)105,106호 ",,2012-10-29 16:03:10
4010000,4010000-101-2009-00431,2009-11-11,영업/정상,,122.08,429-864,15040,뚝배기양평해장국,한식,I,,,,,,,N,2026-05-02 22:05:37,"경기도 시흥시 중심상가로 43, 1층 일부호 (정왕동)",,,,영업,01,122.08,,01,,,한식,,,0314331988,175418.532675963    ,427874.104326842    ,경기도 시흥시 정왕동 1859-17 JJ스포렉스 ,,2023-03-29 13:54:48
4010000,4010000-101-2018-00357,2018-07-12,영업/정상,,49.48,429-856,15051,은하양꼬치,중국식,I,,,,,,,N,2026-05-02 22:06:11,"경기도 시흥시 큰솔로 53-2, 1층 103호 (정왕동)",,,,영업,01,49.48,,01,,,중국식,,,0313193128,178081.623238515    ,426725.778794692    ,경기도 시흥시 정왕동 1519-5 ,,2021-08-26 17:04:50
4010000,4010000-101-2017-00234,2017-06-14,폐업,2019-12-02,16.80,429-830,14948,청춘여행,한식,I,,,,,상수도전용,,N,2026-05-02 22:06:03,"경기도 시흥시 수인로3395번길 30, 1층 (신천동)",,,,폐업,02,16.8,,03,,,한식,,,,180552.789625639    ,437447.451814055    ,경기도 시흥시 신천동 752-23 ,,2019-12-02 11:01:42
4010000,4010000-101-2023-00974,2023-12-29,영업/정상,,252.84,429-867,15015,조개포차별관,한식,U,,,,,,,Y,2026-05-08 03:03:03,"경기도 시흥시 오이도로 217, 1층, 2층 (정왕동)",,,,영업,01,252.84,,01,,,한식,,,,172155.539420217    ,426666.798317152    ,경기도 시흥시 정왕동 2031-15 ,,2026-05-07 13:56:06
4010000,4010000-101-1998-00346,1998-11-17,폐업,1999-06-23,14.10,429-440,,호남원조,일식,I,,,,,상수도전용,0,N,2026-05-02 22:03:59,,,,,폐업,02,14.1,0,03,기타,,일식,,,0314466395,176996.281792044    ,431640.194764626    ,"경기도 시흥시 월곶동 1019-8 ,9다동69호 ",,2001-07-25 00:00:00
4010000,4010000-101-2003-00178,2003-04-08,폐업,2006-06-30,74.16,429-847,,방목촌,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:30,,,,,폐업,02,74.16,0,03,,,한식,,,0314340802,177753.48661014     ,427157.500913487    ,경기도 시흥시 정왕동 1189-7 1층 ,,2004-02-10 00:00:00
4010000,4010000-101-2008-00270,2008-07-24,폐업,2019-04-04,53.01,429-864,15040,썸,호프/통닭,I,,,,,,,N,2026-05-02 22:05:31,"경기도 시흥시 옥구상가3길 15-6, 2층 (정왕동)",,,,폐업,02,53.01,,03,,,호프/통닭,,,,175388.795895061    ,427972.435037001    ,경기도 시흥시 정왕동 1858-3 2층 ,,2019-04-04 14:42:24
4010000,4010000-101-2008-00045,2008-02-15,폐업,2010-08-25,58.65,429-801,,장터순대국,한식,I,,,,,,,N,2026-05-02 22:05:30,,,,,폐업,02,58.65,,03,,,한식,,,,180861.784675569    ,427517.511616318    ,경기도 시흥시 거모동 1410-7 ,,2008-03-11 10:11:18
4010000,4010000-101-2008-00409,2008-11-18,폐업,2017-05-12,22.05,429-874,14912,용구비어,한식,I,,,,,,,N,2026-05-02 22:05:33,"경기도 시흥시 비둘기공원6길 13 (대야동, 유호오피스텔104호)",,,,폐업,02,22.05,,03,,,한식,,,0315065965,181459.184148033    ,437817.831048218    ,경기도 시흥시 대야동 541-1 유호오피스텔104호 ,,2017-05-12 14:41:16
4010000,4010000-101-2013-00224,2013-08-27,영업/정상,,60.40,429-450,15073,토마토도시락한국공대점,한식,I,,,,,,,N,2026-05-02 22:05:48,"경기도 시흥시 산기대학로 237, 1층 (정왕동)",,,,영업,01,60.4,,01,,,한식,,,03180411220,176322.519491451    ,426494.047049911    ,경기도 시흥시 정왕동 2121-1 1층 ,,2023-12-01 09:34:33
4010000,4010000-101-2022-00492,2022-07-15,영업/정상,,100.94,429-240,14995,코다리장군시흥능곡점,기타,I,,,,,,,N,2026-05-02 22:06:35,"경기도 시흥시 승지로59번길 12, 1층 114, 115호 (능곡동)",,,,영업,01,100.94,,01,,,기타,,,,183017.093031502    ,429680.452187713    ,경기도 시흥시 능곡동 722 시티타워 ,,2025-04-11 09:46:24
4010000,4010000-101-2005-00059,2005-03-14,폐업,2022-08-04,59.43,429-861,15066,왕대박포차,한식,I,,,,,,,N,2026-05-02 22:05:16,"경기도 시흥시 중심상가3길 29 (정왕동, 대성(프)106-107호)",,,,폐업,02,59.43,,03,,,한식,,,0314349866,176521.917179588    ,426884.796575614    ,경기도 시흥시 정왕동 1742-19 대성(프)106-107호 ,,2022-08-04 11:36:00
4010000,4010000-101-2021-00389,2021-05-27,폐업,2022-09-19,42.48,429-252,14976,시골밥상,기타,I,,,,,,,N,2026-05-02 22:06:28,"경기도 시흥시 연성로29번길 22-1, 1층 일부호 (하중동)",,,,폐업,02,42.48,,03,,,기타,,,,182758.847253083    ,432309.890228838    ,경기도 시흥시 하중동 862-4 ,,2022-09-19 11:29:26
4010000,4010000-101-1998-00117,1998-08-04,폐업,2003-11-19,16.80,429-811,,석화숯불구이,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:56,,,,,폐업,02,16.8,0,03,기타,,한식,,,0316940815,181126.234718517    ,438015.194466007    ,경기도 시흥시 대야동 489-10 ,,2001-12-19 00:00:00
4010000,4010000-101-2004-00400,2004-09-02,폐업,2006-05-11,120.84,429-861,,부자돼지,식육(숯불구이),I,,,,,상수도전용,0,N,2026-05-02 22:05:07,,,,,폐업,02,120.84,0,03,,,식육(숯불구이),,,0314992323,176612.695676902    ,426814.182084841    ,경기도 시흥시 정왕동 1744-5 1층 ,,2004-09-03 00:00:00
4010000,4010000-101-2019-00459,2019-08-19,영업/정상,,46.00,429-320,14985,이순신참치,횟집,I,,,,,,,N,2026-05-02 22:06:16,"경기도 시흥시 남왕길 38, 1층 일부(101)호 (목감동)",,,,영업,01,46,,01,,,횟집,,,,187681.305375133    ,431197.59922006     ,경기도 시흥시 목감동 407-1 1층 101호,,2019-08-19 15:44:25
4010000,4010000-101-2021-00002,2021-01-04,영업/정상,,31.45,429-865,15020,지코바정왕2호점,호프/통닭,I,,,,,,,N,2026-05-02 22:06:26,"경기도 시흥시 함송로 21, 굿모닝프라자 1층 103호 (정왕동)",,,,영업,01,31.45,,01,,,호프/통닭,,,0314970815,176076.968056065    ,429112.630635893    ,경기도 시흥시 정왕동 1881-9 굿모닝프라자 ,,2021-11-04 11:47:27
4010000,4010000-101-1990-00066,1990-01-17,폐업,2006-10-04,57.40,429-810,,신천지중화요리,분식,I,,,,,상수도전용,0,N,2026-05-02 22:03:43,,,,,폐업,02,57.4,0,03,기타,,분식,,,0316924557,181265.308154058    ,438247.535444497    ,경기도 시흥시 대야동 467-4 ,,2003-09-02 00:00:00
4010000,4010000-101-1997-00020,1997-02-24,폐업,1999-12-29,84.68,429-803,,황강가든,한식,I,,,,,지하수전용,0,N,2026-05-02 22:03:51,,,,,폐업,02,84.68,0,03,기타,,한식,,,,,,경기도 시흥시 군자동 760-3 ,,2001-07-25 00:00:00
4010000,4010000-101-2001-00373,2001-08-03,폐업,2005-10-19,86.07,429-807,,추억속으로,호프/통닭,I,,,,,,0,N,2026-05-02 22:04:20,,,,,폐업,02,86.07,0,03,,,호프/통닭,,,0313120288,181524.081234702    ,438443.867787108    ,경기도 시흥시 대야동 345-11 지층 ,,2004-07-06 00:00:00
4010000,4010000-101-1999-00159,1999-09-07,폐업,2003-10-22,83.88,429-856,,시화형제왕족발,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:03,,,,,폐업,02,83.88,0,03,기타,,한식,,,0314332297,177724.361746304    ,426690.285224043    ,경기도 시흥시 정왕동 1566-6 ,,2001-12-22 00:00:00
4010000,4010000-101-2004-00514,2004-11-16,폐업,2007-05-17,30.69,429-834,,바다와육지,한식,I,,,,,,,N,2026-05-02 22:05:12,,,,,폐업,02,30.69,,03,,,한식,,,0314353392,176495.402218194    ,431764.844038523    ,"경기도 시흥시 월곶동 1013-12 화신수산시장 4,5호 ",,2004-11-16 00:00:00
4010000,4010000-101-2017-00580,2017-12-27,폐업,2023-05-22,100.00,429-861,,장미맨숀배곧점,한식,I,,,,,,,Y,2026-05-02 22:06:08,"경기도 시흥시 서울대학로278번길 25-24, 다인로얄팰리스배곧1차 2층 208,209,210호 (정왕동)",,,,폐업,02,100,,03,,,한식,,,,175978.927338517    ,429750.758581765    ,경기도 시흥시 정왕동 1771-1 다인로얄팰리스배곧1차 ,,2023-05-22 12:02:17
4010000,4010000-101-2021-00825,2021-11-05,영업/정상,,25.50,429-809,14905,서라벌식당,한식,I,,,,,,,N,2026-05-02 22:06:32,"경기도 시흥시 호현로 92-3, 1층 일부호 (대야동)",,,,영업,01,25.5,,01,,,한식,,,,181188.277471492    ,438415.568381374    ,경기도 시흥시 대야동 451-21 ,,2021-11-05 13:48:16
4010000,4010000-101-2021-00412,2021-06-07,폐업,2026-09-03,27.88,429-847,15052,크리사비(KriSaVi),한식,U,,,,,,,N,2026-09-04 21:47:50,"경기도 시흥시 군서로 47, 1층 일부호 (정왕동)",,,,폐업,02,27.88,,03,,,한식,,,,177505.84           ,427144.846          ,경기도 시흥시 정왕동 1211-5 ,,2026-09-03 10:07:12
4010000,4010000-101-2024-00693,2024-10-24,영업/정상,,30.93,429-863,15053,라쇼야오리목점,기타,I,,,,,,,N,2026-05-02 22:06:50,"경기도 시흥시 봉우재로61번길 25, 1층 일부호 (정왕동)",,,,영업,01,30.93,,01,,,기타,,,,177237.625589371    ,427470.315014046    ,경기도 시흥시 정왕동 1826-5 ,,2024-10-24 10:16:53
4010000,4010000-101-2015-00411,2015-09-25,폐업,2015-11-25,71.25,429-874,14912,퍼센트,호프/통닭,I,,,,,,,N,2026-05-02 22:05:55,"경기도 시흥시 비둘기공원6길 10, 201호 (대야동, 이상(프)2)",,,,폐업,02,71.25,,03,,,호프/통닭,,,,181452.980337933    ,437887.019114774    ,경기도 시흥시 대야동 535 이산(프)2 201호,,2015-09-25 13:51:34
4010000,4010000-101-2020-00713,2020-10-14,폐업,2022-02-28,29.23,429-420,14996,싸움의고수시흥장현지구점,기타,I,,,,,,,N,2026-05-02 22:06:24,"경기도 시흥시 장현순환로 81, 근린생활시설2동 지하1층 14호 (장현동, 시흥능곡역 모아미래도 에듀포레)",,,,폐업,02,29.23,,03,,,기타,,,0313118285,182107.084907584    ,430291.216436754    ,경기도 시흥시 장현동 산 34 시흥능곡역 모아미래도 에듀포레 ,,2022-02-28 15:50:18
4010000,4010000-101-2023-00557,2023-08-02,폐업,2025-06-05,21.23,429-830,14948,솥뚜껑냉삼,기타,I,,,,,,,N,2026-05-02 22:06:43,"경기도 시흥시 신천3길 48, 1층 일부호 (신천동)",,,,폐업,02,21.23,,03,,,기타,,,,180539.217216801    ,437427.265531443    ,경기도 시흥시 신천동 752-25 ,,2025-06-05 17:02:46
4010000,4010000-101-1999-00317,1999-09-01,폐업,2001-03-31,99.56,429-861,,오늘경양식,경양식,I,,,,,상수도전용,0,N,2026-05-02 22:04:04,,,,,폐업,02,99.56,0,03,아파트지역,,경양식,,,0314314260,177450.811232962    ,426119.079818048    ,경기도 시흥시 정왕동 1783-6 2층 ,,2001-07-25 00:00:00
